report_id,hash,url,description,source,created,last_update
1141,fcf1d55292e3d9c71be087b63dcbfb378dd1d078,https://attack.mitre.org/groups/g0044,"[winnti group](https://attack.mitre.org/groups/g0044) is a threat group with chinese origins that has been active since at least 2010. the group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015) some reporting suggests a number of other groups, including [axiom](https://attack.mitre.org/groups/g0001), [apt17](https://attack.mitre.org/groups/g0025), and [ke3chang](https://attack.mitre.org/groups/g0004), are closely linked to [winnti group](https://attack.mitre.org/groups/g0044). (citation: 401 trg winnti umbrella may 2018)",mitre,2019-07-12 16:53:47.268542+00,2019-07-12 16:53:47.268542+00
1142,2616b756be49547c54b6f658d4d728dcb64ffd9e,http://www.novetta.com/wp-content/uploads/2015/04/novetta_winntianalysis.pdf,"[winnti group](https://attack.mitre.org/groups/g0044) is a threat group with chinese origins that has been active since at least 2010. the group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015) some reporting suggests a number of other groups, including [axiom](https://attack.mitre.org/groups/g0001), [apt17](https://attack.mitre.org/groups/g0025), and [ke3chang](https://attack.mitre.org/groups/g0004), are closely linked to [winnti group](https://attack.mitre.org/groups/g0044). (citation: 401 trg winnti umbrella may 2018)",mitre_external_reference,2019-07-12 16:53:58.808737+00,2019-07-12 16:53:58.808737+00
1143,e9e9f1f1689b9f4f6111cd55c7f14cb2b84fed51,https://attack.mitre.org/groups/g0050,"[apt32](https://attack.mitre.org/groups/g0050) is a threat group that has been active since at least 2014. the group has targeted multiple private sector industries as well as with foreign governments, dissidents, and journalists with a strong focus on southeast asian countries like vietnam, the philippines, laos, and cambodia. they have extensively used strategic web compromises to compromise victims. the group is believed to be vietnam-based. (citation: fireeye apt32 may 2017) (citation: volexity oceanlotus nov 2017) (citation: eset oceanlotus)",mitre,2019-07-12 16:54:09.559746+00,2019-07-12 16:54:09.559746+00
1144,4502c8d02e5ab0f6bc6a3f83563d638d5b14c667,https://attack.mitre.org/groups/g0056,[promethium](https://attack.mitre.org/groups/g0056) is an activity group that has been active since at least 2012. the group conducted a campaign in may 2016 and has heavily targeted turkish victims. [promethium](https://attack.mitre.org/groups/g0056) has demonstrated similarity to another activity group called [neodymium](https://attack.mitre.org/groups/g0055) due to overlapping victim and campaign characteristics. (citation: microsoft neodymium dec 2016) (citation: microsoft sir vol 21),mitre,2019-07-12 16:54:32.900433+00,2019-07-12 16:54:32.900433+00
1145,272a1bd174df7770e539ef0553873d78b1e0c57a,http://download.microsoft.com/download/e/b/0/eb0f50cc-989c-4b66-b7f6-68cd3dc90de3/microsoft_security_intelligence_report_volume_21_english.pdf,[promethium](https://attack.mitre.org/groups/g0056) is an activity group that has been active since at least 2012. the group conducted a campaign in may 2016 and has heavily targeted turkish victims. [promethium](https://attack.mitre.org/groups/g0056) has demonstrated similarity to another activity group called [neodymium](https://attack.mitre.org/groups/g0055) due to overlapping victim and campaign characteristics. (citation: microsoft neodymium dec 2016) (citation: microsoft sir vol 21),mitre_external_reference,2019-07-12 16:54:46.433549+00,2019-07-12 16:54:46.433549+00
1146,c601c2918a7f56168b1f7606451703e9882b9b7e,https://attack.mitre.org/groups/g0040,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre,2019-07-12 16:55:07.964235+00,2019-07-12 16:55:07.964235+00
1147,ac8f1fc65ef8b62cb56807b1a40ed529f9998ce9,https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/unveiling_patchwork.pdf,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-07-12 16:55:22.59294+00,2019-07-12 16:55:22.59294+00
1148,fe6b4819bbf4b7b5c664def98fb930d9f8ec1e5e,https://documents.trendmicro.com/assets/tech-brief-untangling-the-patchwork-cyberespionage-group.pdf,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-07-12 16:55:32.730677+00,2019-07-12 16:55:32.730677+00
1149,b910f06ecd66d0a297e2043369b82a29cf770eee,https://www.forcepoint.com/sites/default/files/resources/files/forcepoint-security-labs-monsoon-analysis-report.pdf,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-07-12 16:55:40.784628+00,2019-07-12 16:55:40.784628+00
1160,dc4795f7557ee2e935a0087df01b83a12060906a,https://attack.mitre.org/groups/g0015,[taidoor](https://attack.mitre.org/groups/g0015) is a threat group that has operated since at least 2009 and has primarily targeted the taiwanese government. (citation: trendmicro taidoor),mitre,2019-07-12 17:00:15.994489+00,2019-07-12 17:00:15.994489+00
1150,443973b10ba73fc8e084c6a93f6c95f934794ae3,https://attack.mitre.org/groups/g0017,"[dragonok](https://attack.mitre.org/groups/g0017) is a threat group that has targeted japanese organizations with phishing emails. due to overlapping ttps, including similar custom tools, [dragonok](https://attack.mitre.org/groups/g0017) is thought to have a direct or indirect relationship with the threat group [moafee](https://attack.mitre.org/groups/g0002). (citation: operation quantum entanglement) it is known to use a variety of malware, including sysget/hellobridge, plugx, poisonivy, formerfirstrat, nflog, and newct. (citation: new dragonok)",mitre,2019-07-12 16:58:04.987285+00,2019-07-12 16:58:04.987285+00
1151,63a5445564790b0dd2acc36b5897ebbac3ff809a,https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/wp-operation-quantum-entanglement.pdf,"[dragonok](https://attack.mitre.org/groups/g0017) is a threat group that has targeted japanese organizations with phishing emails. due to overlapping ttps, including similar custom tools, [dragonok](https://attack.mitre.org/groups/g0017) is thought to have a direct or indirect relationship with the threat group [moafee](https://attack.mitre.org/groups/g0002). (citation: operation quantum entanglement) it is known to use a variety of malware, including sysget/hellobridge, plugx, poisonivy, formerfirstrat, nflog, and newct. (citation: new dragonok)",mitre_external_reference,2019-07-12 16:58:16.045057+00,2019-07-12 16:58:16.045057+00
1152,4d19807f449dd59776d662502a2b91ae497e3121,https://attack.mitre.org/groups/g0022,"[apt3](https://attack.mitre.org/groups/g0022) is a china-based threat group that researchers have attributed to china''s ministry of state security. (citation: fireeye clandestine wolf) (citation: recorded future apt3 may 2017) this group is responsible for the campaigns known as operation clandestine fox, operation clandestine wolf, and operation double tap. (citation: fireeye clandestine wolf) (citation: fireeye operation double tap) as of june 2015, the group appears to have shifted from targeting primarily us victims to primarily political organizations in hong kong. (citation: symantec buckeye)

mitre has also developed an apt3 adversary emulation plan.(citation: apt3 adversary emulation plan)",mitre,2019-07-12 16:58:30.277035+00,2019-07-12 16:58:30.277035+00
1153,2b58b756b9ffbc592183ce2285dfc2594a157009,https://attack.mitre.org/docs/apt3_adversary_emulation_plan.pdf,"[apt3](https://attack.mitre.org/groups/g0022) is a china-based threat group that researchers have attributed to china''s ministry of state security. (citation: fireeye clandestine wolf) (citation: recorded future apt3 may 2017) this group is responsible for the campaigns known as operation clandestine fox, operation clandestine wolf, and operation double tap. (citation: fireeye clandestine wolf) (citation: fireeye operation double tap) as of june 2015, the group appears to have shifted from targeting primarily us victims to primarily political organizations in hong kong. (citation: symantec buckeye)

mitre has also developed an apt3 adversary emulation plan.(citation: apt3 adversary emulation plan)",mitre_external_reference,2019-07-12 16:58:44.009711+00,2019-07-12 16:58:44.009711+00
1154,3696a54f927dd62fb747b976d4ba5fe3e220c9c6,https://attack.mitre.org/groups/g0009,"[deep panda](https://attack.mitre.org/groups/g0009) is a suspected chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (citation: alperovitch 2014) the intrusion into healthcare company anthem has been attributed to [deep panda](https://attack.mitre.org/groups/g0009). (citation: threatconnect anthem) this group is also known as shell crew, webmasters, kungfu kittens, and pinkpanther. (citation: rsa shell crew) [deep panda](https://attack.mitre.org/groups/g0009) also appears to be known as black vine based on the attribution of both group names to the anthem intrusion. (citation: symantec black vine) some analysts track [deep panda](https://attack.mitre.org/groups/g0009) and [apt19](https://attack.mitre.org/groups/g0073) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016)",mitre,2019-07-12 16:58:57.386318+00,2019-07-12 16:58:57.386318+00
1155,bc18f4b72da2d352f930d444f5f8e23d79c76551,http://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/the-black-vine-cyberespionage-group.pdf,"[deep panda](https://attack.mitre.org/groups/g0009) is a suspected chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (citation: alperovitch 2014) the intrusion into healthcare company anthem has been attributed to [deep panda](https://attack.mitre.org/groups/g0009). (citation: threatconnect anthem) this group is also known as shell crew, webmasters, kungfu kittens, and pinkpanther. (citation: rsa shell crew) [deep panda](https://attack.mitre.org/groups/g0009) also appears to be known as black vine based on the attribution of both group names to the anthem intrusion. (citation: symantec black vine) some analysts track [deep panda](https://attack.mitre.org/groups/g0009) and [apt19](https://attack.mitre.org/groups/g0073) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016)",mitre_external_reference,2019-07-12 16:59:16.756355+00,2019-07-12 16:59:16.756355+00
1156,6d9d80d79e170c4fbe8dc253e4eedf7e87928535,https://icitech.org/icit-brief-chinas-espionage-dynasty-economic-death-by-a-thousand-cuts/,"[deep panda](https://attack.mitre.org/groups/g0009) is a suspected chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (citation: alperovitch 2014) the intrusion into healthcare company anthem has been attributed to [deep panda](https://attack.mitre.org/groups/g0009). (citation: threatconnect anthem) this group is also known as shell crew, webmasters, kungfu kittens, and pinkpanther. (citation: rsa shell crew) [deep panda](https://attack.mitre.org/groups/g0009) also appears to be known as black vine based on the attribution of both group names to the anthem intrusion. (citation: symantec black vine) some analysts track [deep panda](https://attack.mitre.org/groups/g0009) and [apt19](https://attack.mitre.org/groups/g0073) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016)",mitre_external_reference,2019-07-12 16:59:28.038909+00,2019-07-12 16:59:28.038909+00
1157,d36b0742fe75a7fe32e743c1bfd1720703c11290,https://attack.mitre.org/groups/g0006,"[apt1](https://attack.mitre.org/groups/g0006) is a chinese threat group that has been attributed to the 2nd bureau of the people’s liberation army (pla) general staff department’s (gsd) 3rd department, commonly known by its military unit cover designator (mucd) as unit 61398. (citation: mandiant apt1)",mitre,2019-07-12 16:59:37.657132+00,2019-07-12 16:59:37.657132+00
1158,506c492ac2dc798b3e7fd8bc63c15dbc005140dd,https://www.fireeye.com/content/dam/fireeye-www/services/pdfs/mandiant-apt1-report.pdf,"[apt1](https://attack.mitre.org/groups/g0006) is a chinese threat group that has been attributed to the 2nd bureau of the people’s liberation army (pla) general staff department’s (gsd) 3rd department, commonly known by its military unit cover designator (mucd) as unit 61398. (citation: mandiant apt1)",mitre_external_reference,2019-07-12 16:59:49.57119+00,2019-07-12 16:59:49.57119+00
1159,ddadffb91053c4d19590e2035c8eeed14fceca60,http://cdn0.vox-cdn.com/assets/4589853/crowdstrike-intelligence-report-putter-panda.original.pdf,"[apt1](https://attack.mitre.org/groups/g0006) is a chinese threat group that has been attributed to the 2nd bureau of the people’s liberation army (pla) general staff department’s (gsd) 3rd department, commonly known by its military unit cover designator (mucd) as unit 61398. (citation: mandiant apt1)",mitre_external_reference,2019-07-12 17:00:03.841794+00,2019-07-12 17:00:03.841794+00
1161,5fc09310938d289541ffe01a218ae644abe2495d,http://www.trendmicro.com/cloud-content/us/pdfs/security-intelligence/white-papers/wp_the_taidoor_campaign.pdf,[taidoor](https://attack.mitre.org/groups/g0015) is a threat group that has operated since at least 2009 and has primarily targeted the taiwanese government. (citation: trendmicro taidoor),mitre_external_reference,2019-07-12 17:00:27.176541+00,2019-07-12 17:00:27.176541+00
1162,c64f60e4aa2a233666e1d4d5c8c7dde532e04aec,https://attack.mitre.org/groups/g0078,"[gorgon group](https://attack.mitre.org/groups/g0078) is a threat group consisting of members who are suspected to be pakistan-based or have other connections to pakistan. the group has performed a mix of criminal and targeted attacks, including campaigns against government organizations in the united kingdom, spain, russia, and the united states. (citation: unit 42 gorgon group aug 2018)",mitre,2019-07-12 17:00:38.485783+00,2019-07-12 17:00:38.485783+00
1163,ebb152304ed8b85f6750c3344bd5330bfd661d6e,https://attack.mitre.org/groups/g0043,"[group5](https://attack.mitre.org/groups/g0043) is a threat group with a suspected iranian nexus, though this attribution is not definite. the group has targeted individuals connected to the syrian opposition via spearphishing and watering holes, normally using syrian and iranian themes. [group5](https://attack.mitre.org/groups/g0043) has used two commonly available remote access tools (rats), njrat and nanocore, as well as an android rat, droidjack. (citation: citizen lab group5)",mitre,2019-07-12 17:01:01.473568+00,2019-07-12 17:01:01.473568+00
1164,f7c24756259b7f17cf9e73cc30ec1f8bc7275151,https://attack.mitre.org/groups/g0016,[apt29](https://attack.mitre.org/groups/g0016) is threat group that has been attributed to the russian government and has operated since at least 2008. (citation: f-secure the dukes) (citation: grizzly steppe jar) this group reportedly compromised the democratic national committee starting in the summer of 2015. (citation: crowdstrike dnc june 2016),mitre,2019-07-12 17:01:24.656573+00,2019-07-12 17:01:24.656573+00
1165,c02195e501548fc9b8e2e13673a7e12e1af9e207,https://www.f-secure.com/documents/996508/1030745/dukes_whitepaper.pdf,[apt29](https://attack.mitre.org/groups/g0016) is threat group that has been attributed to the russian government and has operated since at least 2008. (citation: f-secure the dukes) (citation: grizzly steppe jar) this group reportedly compromised the democratic national committee starting in the summer of 2015. (citation: crowdstrike dnc june 2016),mitre_external_reference,2019-07-12 17:01:35.823747+00,2019-07-12 17:01:35.823747+00
1166,be64695a03b5efd7467fb2fcb7d2410997f4a443,https://www.us-cert.gov/sites/default/files/publications/jar_16-20296a_grizzly%20steppe-2016-1229.pdf,[apt29](https://attack.mitre.org/groups/g0016) is threat group that has been attributed to the russian government and has operated since at least 2008. (citation: f-secure the dukes) (citation: grizzly steppe jar) this group reportedly compromised the democratic national committee starting in the summer of 2015. (citation: crowdstrike dnc june 2016),mitre_external_reference,2019-07-12 17:01:40.27755+00,2019-07-12 17:01:40.27755+00
1167,4245e64fe5643c98f0818ddf06acef12d342bafb,https://attack.mitre.org/groups/g0063,"[blackoasis](https://attack.mitre.org/groups/g0063) is a middle eastern threat group that is believed to be a customer of gamma group. the group has shown interest in prominent figures in the united nations, as well as opposition bloggers, activists, regional news correspondents, and think tanks. (citation: securelist blackoasis oct 2017) (citation: securelist apt trends q2 2017) a group known by microsoft as [neodymium](https://attack.mitre.org/groups/g0055) is reportedly associated closely with [blackoasis](https://attack.mitre.org/groups/g0063) operations, but evidence that the group names are aliases has not been identified. (citation: cyberscoop blackoasis oct 2017)",mitre,2019-07-12 17:01:54.379354+00,2019-07-12 17:01:54.379354+00
1168,b8f3eac3da49a09931aeabe60341ca71866595de,https://attack.mitre.org/groups/g0032,"[lazarus group](https://attack.mitre.org/groups/g0032) is a threat group that has been attributed to the north korean government.(citation: us-cert hidden cobra june 2017) the group has been active since at least 2009 and was reportedly responsible for the november 2014 destructive wiper attack against sony pictures entertainment as part of a campaign named operation blockbuster by novetta. malware used by [lazarus group](https://attack.mitre.org/groups/g0032) correlates to other reported campaigns, including operation flame, operation 1mission, operation troy, darkseoul, and ten days of rain. (citation: novetta blockbuster) in late 2017, [lazarus group](https://attack.mitre.org/groups/g0032) used killdisk, a disk-wiping tool, in an attack against an online casino based in central america. (citation: lazarus killdisk)

north korean group definitions are known to have significant overlap, and the name [lazarus group](https://attack.mitre.org/groups/g0032) is known to encompass a broad range of activity. some organizations use the name lazarus group to refer to any activity attributed to north korea.(citation: us-cert hidden cobra june 2017) some organizations track north korean clusters or groups such as bluenoroff,(citation: kaspersky lazarus under the hood blog 2017) [apt37](https://attack.mitre.org/groups/g0067), and [apt38](https://attack.mitre.org/groups/g0082) separately, while other organizations may track some activity associated with those group names by the name lazarus group.",mitre,2019-07-12 17:02:16.234968+00,2019-07-12 17:02:16.234968+00
1169,496c5b59369983cd7c3a2b4634fbef0c05aee7bc,https://attack.mitre.org/groups/g0041,"[strider](https://attack.mitre.org/groups/g0041) is a threat group that has been active since at least 2011 and has targeted victims in russia, china, sweden, belgium, iran, and rwanda. (citation: symantec strider blog) (citation: kaspersky projectsauron blog)",mitre,2019-07-12 17:02:42.385143+00,2019-07-12 17:02:42.385143+00
1170,877d7520e4b6fd17e48903f779a48b8619ebe87e,https://securelist.com/files/2016/07/the-projectsauron-apt_research_kl.pdf,"[strider](https://attack.mitre.org/groups/g0041) is a threat group that has been active since at least 2011 and has targeted victims in russia, china, sweden, belgium, iran, and rwanda. (citation: symantec strider blog) (citation: kaspersky projectsauron blog)",mitre_external_reference,2019-07-12 17:02:54.493779+00,2019-07-12 17:02:54.493779+00
1171,00daa70f4b591b7a6dcaa44d8b1ceed6a004ba97,https://attack.mitre.org/groups/g0025,"[apt17](https://attack.mitre.org/groups/g0025) is a china-based threat group that has conducted network intrusions against u.s. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations. (citation: fireeye apt17)",mitre,2019-07-12 17:03:05.664446+00,2019-07-12 17:03:05.664446+00
1172,02b643715ddf9a0b2e11a5cb49cdf2c9fa8d28b4,https://www2.fireeye.com/rs/fireye/images/apt17_report.pdf,"[apt17](https://attack.mitre.org/groups/g0025) is a china-based threat group that has conducted network intrusions against u.s. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations. (citation: fireeye apt17)",mitre_external_reference,2019-07-12 17:03:26.808959+00,2019-07-12 17:03:26.808959+00
1173,c354b4c690d706bfd0df4bccd08967ccb71e12bc,https://attack.mitre.org/groups/g0053,"[fin5](https://attack.mitre.org/groups/g0053) is a financially motivated threat group that has targeted personally identifiable information and payment card information. the group has been active since at least 2008 and has targeted the restaurant, gaming, and hotel industries. the group is made up of actors who likely speak russian. (citation: fireeye respond webinar july 2017) (citation: mandiant fin5 grrcon oct 2016) (citation: darkreading fireeye fin5 oct 2015)",mitre,2019-07-12 17:03:36.727941+00,2019-07-12 17:03:36.727941+00
1174,2829bd278c7373741d10bd73ac9e68fa07e1f5af,https://attack.mitre.org/groups/g0018,"[admin@338](https://attack.mitre.org/groups/g0018) is a china-based cyber threat group. it has previously used newsworthy events as lures to deliver malware and has primarily targeted organizations involved in financial, economic, and trade policy, typically using publicly available rats such as [poisonivy](https://attack.mitre.org/software/s0012), as well as some non-public backdoors. (citation: fireeye admin@338)",mitre,2019-07-12 17:04:00.84014+00,2019-07-12 17:04:00.84014+00
1175,f3bfa8fdaf0d7ba2a8d472e0274b6ae766da2845,https://attack.mitre.org/groups/g0054,"[sowbug](https://attack.mitre.org/groups/g0054) is a threat group that has conducted targeted attacks against organizations in south america and southeast asia, particularly government entities, since at least 2015. (citation: symantec sowbug nov 2017)",mitre,2019-07-12 17:04:20.951245+00,2019-07-12 17:04:20.951245+00
