report_id,hash,url,description,source,created,last_update
4741,0ee1d704a597884b0878662aa9be0aefa0ec22d8,https://attack.mitre.org/groups/g0032,"[lazarus group](https://attack.mitre.org/groups/g0032) is a threat group that has been attributed to the north korean government. (citation: us-cert hidden cobra june 2017) the group has been active since at least 2009 and was reportedly responsible for the november 2014 destructive wiper attack against sony pictures entertainment as part of a campaign named operation blockbuster by novetta. malware used by [lazarus group](https://attack.mitre.org/groups/g0032) correlates to other reported campaigns, including operation flame, operation 1mission, operation troy, darkseoul, and ten days of rain. (citation: novetta blockbuster) in late 2017, [lazarus group](https://attack.mitre.org/groups/g0032) used killdisk, a disk-wiping tool, in an attack against an online casino based in central america. (citation: lazarus killdisk)",mitre,2019-03-20 15:21:05.593476+01,2019-03-20 15:21:05.593476+01
4742,1a1c2acffa2dfaae98592a36838ed6b1b8f996b0,https://www.us-cert.gov/ncas/alerts/ta17-164a,"[lazarus group](https://attack.mitre.org/groups/g0032) is a threat group that has been attributed to the north korean government. (citation: us-cert hidden cobra june 2017) the group has been active since at least 2009 and was reportedly responsible for the november 2014 destructive wiper attack against sony pictures entertainment as part of a campaign named operation blockbuster by novetta. malware used by [lazarus group](https://attack.mitre.org/groups/g0032) correlates to other reported campaigns, including operation flame, operation 1mission, operation troy, darkseoul, and ten days of rain. (citation: novetta blockbuster) in late 2017, [lazarus group](https://attack.mitre.org/groups/g0032) used killdisk, a disk-wiping tool, in an attack against an online casino based in central america. (citation: lazarus killdisk)",mitre_external_reference,2019-03-20 15:21:22.624662+01,2019-03-20 15:21:22.624662+01
5294,7a838cefd6e1ee18684310236dce2fedf72baa41,https://www.dragos.com/blog/20180802raspite.html,"",groups_and_operations_sheet,2019-03-20 15:50:30.129131+01,2019-03-20 15:50:30.129131+01
4743,ebf02898b88bebf9e7b995aeb946464e4b1b49e4,https://blogs.microsoft.com/on-the-issues/2017/12/19/microsoft-facebook-disrupt-zinc-malware-attack-protect-customers-internet-ongoing-cyberthreats/,"[lazarus group](https://attack.mitre.org/groups/g0032) is a threat group that has been attributed to the north korean government. (citation: us-cert hidden cobra june 2017) the group has been active since at least 2009 and was reportedly responsible for the november 2014 destructive wiper attack against sony pictures entertainment as part of a campaign named operation blockbuster by novetta. malware used by [lazarus group](https://attack.mitre.org/groups/g0032) correlates to other reported campaigns, including operation flame, operation 1mission, operation troy, darkseoul, and ten days of rain. (citation: novetta blockbuster) in late 2017, [lazarus group](https://attack.mitre.org/groups/g0032) used killdisk, a disk-wiping tool, in an attack against an online casino based in central america. (citation: lazarus killdisk)",mitre_external_reference,2019-03-20 15:21:23.286239+01,2019-03-20 15:21:23.286239+01
4744,6b60db331c3000d3dc23bcb8f3d19de24826178f,https://www.secureworks.com/about/press/media-alert-secureworks-discovers-north-korean-cyber-threat-group-lazarus-spearphishing,"[lazarus group](https://attack.mitre.org/groups/g0032) is a threat group that has been attributed to the north korean government. (citation: us-cert hidden cobra june 2017) the group has been active since at least 2009 and was reportedly responsible for the november 2014 destructive wiper attack against sony pictures entertainment as part of a campaign named operation blockbuster by novetta. malware used by [lazarus group](https://attack.mitre.org/groups/g0032) correlates to other reported campaigns, including operation flame, operation 1mission, operation troy, darkseoul, and ten days of rain. (citation: novetta blockbuster) in late 2017, [lazarus group](https://attack.mitre.org/groups/g0032) used killdisk, a disk-wiping tool, in an attack against an online casino based in central america. (citation: lazarus killdisk)",mitre_external_reference,2019-03-20 15:21:24.270015+01,2019-03-20 15:21:24.270015+01
4745,974167518ec65ce721fe9ef20f5951c95c2176e1,https://www.welivesecurity.com/2018/04/03/lazarus-killdisk-central-american-casino/,"[lazarus group](https://attack.mitre.org/groups/g0032) is a threat group that has been attributed to the north korean government. (citation: us-cert hidden cobra june 2017) the group has been active since at least 2009 and was reportedly responsible for the november 2014 destructive wiper attack against sony pictures entertainment as part of a campaign named operation blockbuster by novetta. malware used by [lazarus group](https://attack.mitre.org/groups/g0032) correlates to other reported campaigns, including operation flame, operation 1mission, operation troy, darkseoul, and ten days of rain. (citation: novetta blockbuster) in late 2017, [lazarus group](https://attack.mitre.org/groups/g0032) used killdisk, a disk-wiping tool, in an attack against an online casino based in central america. (citation: lazarus killdisk)",mitre_external_reference,2019-03-20 15:21:26.214491+01,2019-03-20 15:21:26.214491+01
4746,e3bf1689e648453548bcf6aa62cad6a91216a0e2,https://attack.mitre.org/groups/g0077,[leafminer](https://attack.mitre.org/groups/g0077) is an iranian threat group that has targeted government organizations and business entities in the middle east since at least early 2017. (citation: symantec leafminer july 2018),mitre,2019-03-20 15:21:27.042954+01,2019-03-20 15:21:27.042954+01
4747,35b2523fb7a3ac7fb03a5e3250181b1cc60de4e7,https://www.symantec.com/blogs/threat-intelligence/leafminer-espionage-middle-east,[leafminer](https://attack.mitre.org/groups/g0077) is an iranian threat group that has targeted government organizations and business entities in the middle east since at least early 2017. (citation: symantec leafminer july 2018),mitre_external_reference,2019-03-20 15:21:35.470445+01,2019-03-20 15:21:35.470445+01
4748,68cb66e7a9296cec9d9e48c8be81d6a6ca54a51e,https://attack.mitre.org/groups/g0076,"[thrip](https://attack.mitre.org/groups/g0076) is an espionage group that has targeted satellite communications, telecoms, and defense contractor companies in the u.s. and southeast asia. the group uses custom malware as well as '"living off the land'" techniques. (citation: symantec thrip june 2018)",mitre,2019-03-20 15:21:35.509506+01,2019-03-20 15:21:35.509506+01
4749,f2bf2416438fef32fd964b451a6b4a4ae9411c2b,https://www.symantec.com/blogs/threat-intelligence/thrip-hits-satellite-telecoms-defense-targets,"[thrip](https://attack.mitre.org/groups/g0076) is an espionage group that has targeted satellite communications, telecoms, and defense contractor companies in the u.s. and southeast asia. the group uses custom malware as well as '"living off the land'" techniques. (citation: symantec thrip june 2018)",mitre_external_reference,2019-03-20 15:21:41.822749+01,2019-03-20 15:21:41.822749+01
4750,d8c9bfe9909d72974fb3a8a7fc6a37047513d19c,https://attack.mitre.org/groups/g0003,[cleaver](https://attack.mitre.org/groups/g0003) is a threat group that has been attributed to iranian actors and is responsible for activity tracked as operation cleaver. (citation: cylance cleaver) strong circumstantial evidence suggests cleaver is linked to threat group 2889 (tg-2889). (citation: dell threat group 2889),mitre,2019-03-20 15:21:41.855736+01,2019-03-20 15:21:41.855736+01
4751,6e028fb928725f92f012837b2d8193d5fc742321,https://www.cylance.com/content/dam/cylance/pages/operation-cleaver/cylance_operation_cleaver_report.pdf,[cleaver](https://attack.mitre.org/groups/g0003) is a threat group that has been attributed to iranian actors and is responsible for activity tracked as operation cleaver. (citation: cylance cleaver) strong circumstantial evidence suggests cleaver is linked to threat group 2889 (tg-2889). (citation: dell threat group 2889),mitre_external_reference,2019-03-20 15:21:51.504088+01,2019-03-20 15:21:51.504088+01
4752,8b26e52dc8d19e9c774aca3a65a06f487f03c3a0,http://www.secureworks.com/cyber-threat-intelligence/threats/suspected-iran-based-hacker-group-creates-network-of-fake-linkedin-profiles/,[cleaver](https://attack.mitre.org/groups/g0003) is a threat group that has been attributed to iranian actors and is responsible for activity tracked as operation cleaver. (citation: cylance cleaver) strong circumstantial evidence suggests cleaver is linked to threat group 2889 (tg-2889). (citation: dell threat group 2889),mitre_external_reference,2019-03-20 15:21:59.363991+01,2019-03-20 15:21:59.363991+01
4753,80268364035eaf43966dd586465773a35c4b99fb,https://attack.mitre.org/groups/g0004,"[ke3chang](https://attack.mitre.org/groups/g0004) is a threat group attributed to actors operating out of china.
[ke3chang](https://attack.mitre.org/groups/g0004) has targeted several industries, including oil, government, military, and more. (citation: villeneuve et al 2014) (citation: ncc group apt15 alive and strong) (citation: apt15 intezer june 2018)",mitre,2019-03-20 15:22:03.143551+01,2019-03-20 15:22:03.143551+01
4754,855b0887ba37d1cbd8e624e467dfe3189ce21e8e,https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/wp-operation-ke3chang.pdf,"[ke3chang](https://attack.mitre.org/groups/g0004) is a threat group attributed to actors operating out of china.
[ke3chang](https://attack.mitre.org/groups/g0004) has targeted several industries, including oil, government, military, and more. (citation: villeneuve et al 2014) (citation: ncc group apt15 alive and strong) (citation: apt15 intezer june 2018)",mitre_external_reference,2019-03-20 15:22:13.990783+01,2019-03-20 15:22:13.990783+01
4914,ff201012bcb9b53d354b675ba2ca9f6fa61910fa,http://www.secureworks.com/resources/blog/living-off-the-land/,[threat group-1314](https://attack.mitre.org/groups/g0028) is an unattributed threat group that has used compromised credentials to log into a victim's remote access infrastructure. (citation: dell tg-1314),mitre_external_reference,2019-03-20 15:33:57.065582+01,2019-03-20 15:33:57.065582+01
4755,848d3a85d91217ed4d74d668b89ed7e8fdf1396a,https://www.intezer.com/miragefox-apt15-resurfaces-with-new-tools-based-on-old-ones/,"[ke3chang](https://attack.mitre.org/groups/g0004) is a threat group attributed to actors operating out of china.
[ke3chang](https://attack.mitre.org/groups/g0004) has targeted several industries, including oil, government, military, and more. (citation: villeneuve et al 2014) (citation: ncc group apt15 alive and strong) (citation: apt15 intezer june 2018)",mitre_external_reference,2019-03-20 15:22:14.854474+01,2019-03-20 15:22:14.854474+01
4756,1593a87929ff3a704f31266c986ccf42ca90033e,https://attack.mitre.org/groups/g0031,"[dust storm](https://attack.mitre.org/groups/g0031) is a threat group that has targeted multiple industries in japan, south korea, the united states, europe, and several southeast asian countries. (citation: cylance dust storm)",mitre,2019-03-20 15:22:15.584085+01,2019-03-20 15:22:15.584085+01
4757,1f2ea204034dae0f88c3289683824b3065ba9748,https://www.cylance.com/content/dam/cylance/pdfs/reports/op_dust_storm_report.pdf,"[dust storm](https://attack.mitre.org/groups/g0031) is a threat group that has targeted multiple industries in japan, south korea, the united states, europe, and several southeast asian countries. (citation: cylance dust storm)",mitre_external_reference,2019-03-20 15:22:23.44471+01,2019-03-20 15:22:23.44471+01
4758,0e2b0d90eddef7c6e42b0c07855c6acb97b4a75e,https://attack.mitre.org/groups/g0005,[apt12](https://attack.mitre.org/groups/g0005) is a threat group that has been attributed to china. (citation: meyers numbered panda),mitre,2019-03-20 15:22:23.784717+01,2019-03-20 15:22:23.784717+01
4759,ae665ffde68dbbc2d171782e6b4f30826f6ca806,http://www.crowdstrike.com/blog/whois-numbered-panda/,[apt12](https://attack.mitre.org/groups/g0005) is a threat group that has been attributed to china. (citation: meyers numbered panda),mitre_external_reference,2019-03-20 15:22:31.401354+01,2019-03-20 15:22:31.401354+01
4760,b2ac54088dcc95652a9216e800624403719f3a72,https://www.fireeye.com/blog/threat-research/2014/09/darwins-favorite-apt-group-2.html,[apt12](https://attack.mitre.org/groups/g0005) is a threat group that has been attributed to china. (citation: meyers numbered panda),mitre_external_reference,2019-03-20 15:22:31.462098+01,2019-03-20 15:22:31.462098+01
4761,12a313f59a4d6a9fb33ebdd9ebc906c15f3db12e,https://attack.mitre.org/groups/g0009,"[deep panda](https://attack.mitre.org/groups/g0009) is a suspected chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (citation: alperovitch 2014) the intrusion into healthcare company anthem has been attributed to [deep panda](https://attack.mitre.org/groups/g0009). (citation: threatconnect anthem) this group is also known as shell crew, webmasters, kungfu kittens, and pinkpanther. (citation: rsa shell crew) [deep panda](https://attack.mitre.org/groups/g0009) also appears to be known as black vine based on the attribution of both group names to the anthem intrusion. (citation: symantec black vine) some analysts track [deep panda](https://attack.mitre.org/groups/g0009) and [apt19](https://attack.mitre.org/groups/g0073) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016)",mitre,2019-03-20 15:22:32.520114+01,2019-03-20 15:22:32.520114+01
4762,85af57bcb184e8492a4f1405032499eaa394316f,https://blog.crowdstrike.com/deep-thought-chinese-targeting-national-security-think-tanks/,"[deep panda](https://attack.mitre.org/groups/g0009) is a suspected chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (citation: alperovitch 2014) the intrusion into healthcare company anthem has been attributed to [deep panda](https://attack.mitre.org/groups/g0009). (citation: threatconnect anthem) this group is also known as shell crew, webmasters, kungfu kittens, and pinkpanther. (citation: rsa shell crew) [deep panda](https://attack.mitre.org/groups/g0009) also appears to be known as black vine based on the attribution of both group names to the anthem intrusion. (citation: symantec black vine) some analysts track [deep panda](https://attack.mitre.org/groups/g0009) and [apt19](https://attack.mitre.org/groups/g0073) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016)",mitre_external_reference,2019-03-20 15:22:40.396361+01,2019-03-20 15:22:40.396361+01
4763,ec6771a81e830f50c2d54b26dc0f6a642439ee09,https://www.emc.com/collateral/white-papers/h12756-wp-shell-crew.pdf,"[deep panda](https://attack.mitre.org/groups/g0009) is a suspected chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (citation: alperovitch 2014) the intrusion into healthcare company anthem has been attributed to [deep panda](https://attack.mitre.org/groups/g0009). (citation: threatconnect anthem) this group is also known as shell crew, webmasters, kungfu kittens, and pinkpanther. (citation: rsa shell crew) [deep panda](https://attack.mitre.org/groups/g0009) also appears to be known as black vine based on the attribution of both group names to the anthem intrusion. (citation: symantec black vine) some analysts track [deep panda](https://attack.mitre.org/groups/g0009) and [apt19](https://attack.mitre.org/groups/g0073) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016)",mitre_external_reference,2019-03-20 15:22:40.465478+01,2019-03-20 15:22:40.465478+01
4764,336d74de2408690d6e8ea196638df1004b385e9e,https://www.threatconnect.com/the-anthem-hack-all-roads-lead-to-china/,"[deep panda](https://attack.mitre.org/groups/g0009) is a suspected chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (citation: alperovitch 2014) the intrusion into healthcare company anthem has been attributed to [deep panda](https://attack.mitre.org/groups/g0009). (citation: threatconnect anthem) this group is also known as shell crew, webmasters, kungfu kittens, and pinkpanther. (citation: rsa shell crew) [deep panda](https://attack.mitre.org/groups/g0009) also appears to be known as black vine based on the attribution of both group names to the anthem intrusion. (citation: symantec black vine) some analysts track [deep panda](https://attack.mitre.org/groups/g0009) and [apt19](https://attack.mitre.org/groups/g0073) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016)",mitre_external_reference,2019-03-20 15:22:50.573324+01,2019-03-20 15:22:50.573324+01
4765,bc18f4b72da2d352f930d444f5f8e23d79c76551,http://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/the-black-vine-cyberespionage-group.pdf,"[deep panda](https://attack.mitre.org/groups/g0009) is a suspected chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (citation: alperovitch 2014) the intrusion into healthcare company anthem has been attributed to [deep panda](https://attack.mitre.org/groups/g0009). (citation: threatconnect anthem) this group is also known as shell crew, webmasters, kungfu kittens, and pinkpanther. (citation: rsa shell crew) [deep panda](https://attack.mitre.org/groups/g0009) also appears to be known as black vine based on the attribution of both group names to the anthem intrusion. (citation: symantec black vine) some analysts track [deep panda](https://attack.mitre.org/groups/g0009) and [apt19](https://attack.mitre.org/groups/g0073) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016)",mitre_external_reference,2019-03-20 15:22:57.905072+01,2019-03-20 15:22:57.905072+01
4766,9d0b1a5f4450f630efce26883cca2bc6c8b0d45e,https://icitech.org/icit-brief-chinas-espionage-dynasty-economic-death-by-a-thousand-cuts/,"[deep panda](https://attack.mitre.org/groups/g0009) is a suspected chinese threat group known to target many industries, including government, defense, financial, and telecommunications. (citation: alperovitch 2014) the intrusion into healthcare company anthem has been attributed to [deep panda](https://attack.mitre.org/groups/g0009). (citation: threatconnect anthem) this group is also known as shell crew, webmasters, kungfu kittens, and pinkpanther. (citation: rsa shell crew) [deep panda](https://attack.mitre.org/groups/g0009) also appears to be known as black vine based on the attribution of both group names to the anthem intrusion. (citation: symantec black vine) some analysts track [deep panda](https://attack.mitre.org/groups/g0009) and [apt19](https://attack.mitre.org/groups/g0073) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016)",mitre_external_reference,2019-03-20 15:23:02.202216+01,2019-03-20 15:23:02.202216+01
4767,6b280663ada7937de740c8a7a062a042c27fc1ec,https://attack.mitre.org/groups/g0043,"[group5](https://attack.mitre.org/groups/g0043) is a threat group with a suspected iranian nexus, though this attribution is not definite. the group has targeted individuals connected to the syrian opposition via spearphishing and watering holes, normally using syrian and iranian themes. [group5](https://attack.mitre.org/groups/g0043) has used two commonly available remote access tools (rats), njrat and nanocore, as well as an android rat, droidjack. (citation: citizen lab group5)",mitre,2019-03-20 15:23:02.236514+01,2019-03-20 15:23:02.236514+01
4768,c09e7373d0980c79dfa0ea1134e4ebd75aeff7c1,https://attack.mitre.org/groups/g0044,"[winnti group](https://attack.mitre.org/groups/g0044) is a threat group with chinese origins that has been active since at least 2010. the group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015) some reporting suggests a number of other groups, including [axiom](https://attack.mitre.org/groups/g0001), [apt17](https://attack.mitre.org/groups/g0025), and [ke3chang](https://attack.mitre.org/groups/g0004), are closely linked to [winnti group](https://attack.mitre.org/groups/g0044). (citation: 401 trg winnti umbrella may 2018)",mitre,2019-03-20 15:23:08.914888+01,2019-03-20 15:23:08.914888+01
4769,8edcaac4dfc8365386046af5c71e7074010e1b61,http://www.symantec.com/connect/blogs/suckfly-revealing-secret-life-your-code-signing-certificates,"[winnti group](https://attack.mitre.org/groups/g0044) is a threat group with chinese origins that has been active since at least 2010. the group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015) some reporting suggests a number of other groups, including [axiom](https://attack.mitre.org/groups/g0001), [apt17](https://attack.mitre.org/groups/g0025), and [ke3chang](https://attack.mitre.org/groups/g0004), are closely linked to [winnti group](https://attack.mitre.org/groups/g0044). (citation: 401 trg winnti umbrella may 2018)",mitre_external_reference,2019-03-20 15:23:16.145585+01,2019-03-20 15:23:16.145585+01
4770,1cc2e4b772d124005fada880f873e80e0b0a471d,https://securelist.com/winnti-more-than-just-a-game/37029/,"[winnti group](https://attack.mitre.org/groups/g0044) is a threat group with chinese origins that has been active since at least 2010. the group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015) some reporting suggests a number of other groups, including [axiom](https://attack.mitre.org/groups/g0001), [apt17](https://attack.mitre.org/groups/g0025), and [ke3chang](https://attack.mitre.org/groups/g0004), are closely linked to [winnti group](https://attack.mitre.org/groups/g0044). (citation: 401 trg winnti umbrella may 2018)",mitre_external_reference,2019-03-20 15:23:16.207765+01,2019-03-20 15:23:16.207765+01
4771,653e7df21a6b0b8f2dfa76b52ece194d7ffe2770,https://securelist.com/games-are-over/70991/,"[winnti group](https://attack.mitre.org/groups/g0044) is a threat group with chinese origins that has been active since at least 2010. the group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015) some reporting suggests a number of other groups, including [axiom](https://attack.mitre.org/groups/g0001), [apt17](https://attack.mitre.org/groups/g0025), and [ke3chang](https://attack.mitre.org/groups/g0004), are closely linked to [winnti group](https://attack.mitre.org/groups/g0044). (citation: 401 trg winnti umbrella may 2018)",mitre_external_reference,2019-03-20 15:23:17.304551+01,2019-03-20 15:23:17.304551+01
4772,4679dee0e4bd228fe03d8b429fd8f36da66e1bea,http://www.novetta.com/wp-content/uploads/2015/04/novetta_winntianalysis.pdf,"[winnti group](https://attack.mitre.org/groups/g0044) is a threat group with chinese origins that has been active since at least 2010. the group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015) some reporting suggests a number of other groups, including [axiom](https://attack.mitre.org/groups/g0001), [apt17](https://attack.mitre.org/groups/g0025), and [ke3chang](https://attack.mitre.org/groups/g0004), are closely linked to [winnti group](https://attack.mitre.org/groups/g0044). (citation: 401 trg winnti umbrella may 2018)",mitre_external_reference,2019-03-20 15:23:18.450754+01,2019-03-20 15:23:18.450754+01
4773,274d217a5602a7e3314ee4f7291f43033f23deb8,https://401trg.com/burning-umbrella/,"[winnti group](https://attack.mitre.org/groups/g0044) is a threat group with chinese origins that has been active since at least 2010. the group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015) some reporting suggests a number of other groups, including [axiom](https://attack.mitre.org/groups/g0001), [apt17](https://attack.mitre.org/groups/g0025), and [ke3chang](https://attack.mitre.org/groups/g0004), are closely linked to [winnti group](https://attack.mitre.org/groups/g0044). (citation: 401 trg winnti umbrella may 2018)",mitre_external_reference,2019-03-20 15:23:18.509905+01,2019-03-20 15:23:18.509905+01
4774,8ac80ba55f464bb4bbb85281d1e6746c362ddd78,https://attack.mitre.org/groups/g0052,"[copykittens](https://attack.mitre.org/groups/g0052) is an iranian cyber espionage group that has been operating since at least 2013. it has targeted countries including israel, saudi arabia, turkey, the u.s., jordan, and germany. the group is responsible for the campaign known as operation wilted tulip. (citation: clearsky copykittens march 2017) (citation: clearsky wilted tulip july 2017) (citation: copykittens nov 2015)",mitre,2019-03-20 15:23:19.001673+01,2019-03-20 15:23:19.001673+01
4813,23d45ffd8daf88313e2917c30542b6355a8c409b,https://attack.mitre.org/groups/g0048,[rtm](https://attack.mitre.org/groups/g0048) is a cybercriminal group that has been active since at least 2015 and is primarily interested in users of remote banking systems in russia and neighboring countries. the group uses a trojan by the same name ([rtm](https://attack.mitre.org/software/s0148)). (citation: eset rtm feb 2017),mitre,2019-03-20 15:25:14.982575+01,2019-03-20 15:25:14.982575+01
4775,71cb0af91eb32f444cd97f40934b0337e03fd379,http://www.clearskysec.com/wp-content/uploads/2017/07/operation_wilted_tulip.pdf,"[copykittens](https://attack.mitre.org/groups/g0052) is an iranian cyber espionage group that has been operating since at least 2013. it has targeted countries including israel, saudi arabia, turkey, the u.s., jordan, and germany. the group is responsible for the campaign known as operation wilted tulip. (citation: clearsky copykittens march 2017) (citation: clearsky wilted tulip july 2017) (citation: copykittens nov 2015)",mitre_external_reference,2019-03-20 15:23:25.674684+01,2019-03-20 15:23:25.674684+01
4776,7f4c806a2015d0629d545ad7736f1cf0d29113be,https://s3-eu-west-1.amazonaws.com/minervaresearchpublic/copykittens/copykittens.pdf,"[copykittens](https://attack.mitre.org/groups/g0052) is an iranian cyber espionage group that has been operating since at least 2013. it has targeted countries including israel, saudi arabia, turkey, the u.s., jordan, and germany. the group is responsible for the campaign known as operation wilted tulip. (citation: clearsky copykittens march 2017) (citation: clearsky wilted tulip july 2017) (citation: copykittens nov 2015)",mitre_external_reference,2019-03-20 15:23:28.026054+01,2019-03-20 15:23:28.026054+01
